,Carrera,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
111,0,3,2,3,4,3,2,4,4,4,4,3,4,2,4,4,4,4,3,3,3,3,3,3,2,3,3,3,3,0,4,3,2,4,3,3,4,4,3,4,5,4,3,3,4,2,4,2,3,3,4,4,3,4,3,4,4,4,4,4,2,3,5,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,4,3,3,3,2,3,2,3,2,3,3,3,4,3,3,3,3,2,3,3,4,3,3,3,3,2,3,3,3,3,2
112,2,4,3,4,2,4,3,4,2,2,4,3,4,4,2,3,3,4,2,3,2,3,3,4,2,4,3,4,2,0,3,4,3,3,4,3,4,3,3,3,3,4,4,3,4,3,3,3,4,2,3,2,2,3,3,4,4,3,3,2,2,3,2,3,3,3,3,2,4,3,3,3,2,4,2,4,4,2,3,3,2,3,3,3,2,2,2,2,4,2,2,4,3,3,4,2,3,4,3,4,2,3,3,3,2,3,3,2,3,2,4,3,2,3,2,3,3,2,3,4,3
113,0,5,0,3,3,2,0,4,3,2,5,0,0,0,3,0,4,0,0,0,0,4,2,0,0,2,2,2,0,0,3,0,0,4,0,0,4,4,2,4,0,3,0,3,0,0,2,0,0,0,0,3,2,2,2,3,0,4,0,0,3,0,4,0,5,2,0,0,0,3,2,2,0,3,3,0,0,0,2,4,3,0,0,0,0,2,0,0,2,0,0,2,2,2,0,2,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
114,0,4,2,5,5,5,4,5,5,5,5,3,3,3,5,4,4,5,3,4,5,5,4,3,4,3,3,3,5,4,5,5,5,4,3,5,4,3,3,3,5,5,3,3,5,4,5,5,3,4,4,4,5,5,3,4,5,4,5,4,5,3,5,5,4,5,5,4,3,4,4,5,3,5,5,5,5,4,5,5,5,5,4,5,3,5,5,3,5,5,4,5,5,5,2,5,4,5,4,5,5,4,5,5,4,3,0,3,5,5,4,5,4,5,5,5,5,4,5,4,3
115,2,3,4,4,4,4,3,3,4,4,4,3,3,4,3,4,4,2,5,2,2,4,5,4,4,4,3,4,5,3,4,4,2,4,4,2,5,4,4,3,4,4,3,3,4,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,2,3,4,3,4,5,2,3,2,3,4,3,2,4,3,3,3,4,3,3,3,3,3,3,2,4,4,3,2,5,3,4,2,4,0,3,3,0,3,3,4,4
116,2,3,2,4,4,5,3,3,3,5,2,2,4,0,3,0,2,2,3,3,2,4,3,0,2,4,3,3,3,2,4,0,2,5,3,2,4,3,3,4,5,4,4,5,4,3,3,3,4,2,4,4,3,4,3,5,2,3,3,4,0,0,4,3,4,2,5,3,4,3,2,3,2,5,4,3,4,0,3,3,3,3,3,0,2,2,2,4,3,4,4,4,3,3,3,2,3,4,2,3,5,3,3,3,2,2,2,3,3,2,3,5,3,2,3,4,3,3,3,4,2
117,0,3,2,2,4,2,3,4,4,4,5,2,3,3,3,3,4,2,4,4,2,4,4,3,2,3,4,5,3,0,5,3,2,4,3,4,3,4,3,3,3,4,2,3,2,2,3,4,4,4,3,2,4,4,3,3,4,3,3,4,3,3,4,4,4,3,4,4,4,3,3,3,3,4,2,3,2,0,4,4,4,3,2,4,4,4,4,3,2,4,2,4,4,3,3,3,2,4,3,3,3,3,3,2,4,4,2,4,3,2,4,3,5,5,4,4,3,3,5,3,2
118,0,3,3,3,3,2,3,2,4,3,4,3,3,3,3,2,3,2,3,2,2,2,3,0,0,2,3,0,3,0,4,3,4,4,2,3,3,3,3,2,3,2,2,3,4,2,2,3,3,2,2,2,3,2,0,3,4,3,4,2,2,3,3,3,4,2,2,2,0,2,2,2,0,2,2,3,3,0,2,3,3,2,0,2,2,3,0,2,2,2,0,2,3,2,2,2,2,3,0,2,2,2,3,3,0,2,0,2,3,0,3,0,2,2,0,3,3,2,4,3,0
119,0,3,3,3,4,2,2,3,4,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,4,5,2,2,3,2,3,4,3,3,5,3,3,3,2,0,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,3,4,3,3,0,2,2,3,3,4,3,3,3,3,2,0,0,2,4,3,2,2,5,4,2,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,3,3,3,3,4,3,3,3,4,3,3,3,4,0,3,2,3,4,3,3
120,2,0,3,4,2,2,3,3,4,5,2,0,2,2,3,3,0,5,5,3,3,3,4,4,3,5,5,0,2,3,5,4,0,2,4,4,5,5,3,2,5,4,4,4,5,2,5,4,4,4,5,2,4,4,2,3,5,5,3,3,4,0,2,4,3,4,2,4,2,4,0,4,5,5,4,4,3,2,4,3,5,5,2,3,3,4,4,2,3,4,3,3,5,4,5,5,2,3,0,2,0,0,3,4,3,3,4,3,4,3,4,5,0,4,2,4,3,2,4,2,3
121,0,3,0,3,2,3,2,4,3,4,5,2,3,3,3,2,3,3,2,3,3,3,0,0,0,3,3,3,3,0,4,2,3,3,3,2,2,4,2,2,3,4,3,3,3,2,3,0,3,3,3,2,2,3,2,4,4,4,3,4,0,0,0,2,3,3,4,4,4,3,2,3,0,4,3,2,3,0,4,2,2,3,3,0,3,2,4,2,0,3,2,2,4,2,3,2,4,4,3,2,3,4,3,3,3,3,3,3,3,2,3,4,2,3,4,2,4,3,5,2,2
122,0,3,3,2,3,3,3,4,3,3,3,2,5,4,4,2,3,3,3,3,3,3,3,4,3,4,3,3,4,0,4,3,3,4,3,2,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,4,4,2,3,3,2,3,3,4,3,3,3,3,3,4,3,3,3,3,3
123,0,0,0,5,5,2,5,5,5,5,3,2,4,0,5,5,0,5,4,3,3,3,4,0,0,5,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,5,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,5,2,5,5,5,5,5,3,0,5,2,4,2,5,5,4,3,0,0,0
124,2,4,3,3,5,5,4,5,5,4,4,4,5,3,5,3,5,2,5,5,5,0,3,2,0,4,4,5,5,2,5,4,5,5,2,0,5,5,2,3,3,5,3,5,2,4,2,3,5,5,4,4,5,5,2,5,0,0,3,5,0,2,4,0,5,0,5,3,5,5,2,5,3,5,5,4,4,5,2,5,5,3,3,4,0,3,2,3,0,3,5,4,2,3,4,0,0,5,5,2,5,0,5,3,5,4,2,5,5,3,5,2,4,3,0,5,2,3,3,2,5
125,0,3,2,4,3,2,3,4,3,4,4,2,3,2,2,3,3,3,3,4,3,3,3,4,2,2,4,2,2,4,4,3,3,3,2,4,3,2,3,3,4,3,2,2,4,4,3,3,2,3,4,2,3,2,4,2,3,4,2,3,3,3,2,4,4,3,2,3,4,2,2,3,3,4,2,3,4,4,2,3,4,2,3,3,2,4,4,3,4,3,2,3,2,4,3,3,4,2,2,3,2,2,4,3,4,3,4,4,2,3,2,4,3,2,2,3,3,4,4,4,2
126,0,2,2,3,3,2,4,4,3,4,5,3,4,4,4,4,2,4,4,3,4,4,5,3,3,4,3,2,3,0,4,4,4,4,2,2,2,4,2,4,4,3,3,4,3,4,3,4,3,4,3,3,4,2,3,4,2,3,4,3,4,5,4,4,4,2,4,4,4,4,2,3,4,4,4,2,3,0,2,4,2,4,4,4,4,3,3,4,2,4,3,3,4,3,4,4,2,4,2,4,4,2,3,4,2,4,3,2,4,3,3,4,3,4,4,4,4,2,4,4,3
127,1,2,3,2,4,3,2,4,3,4,5,0,2,4,2,0,2,0,2,0,0,0,3,0,0,3,4,4,3,0,4,3,3,3,2,4,2,3,0,4,2,4,3,3,0,0,2,3,3,3,3,2,2,3,2,3,2,3,0,2,4,2,3,2,3,0,3,0,2,3,2,3,3,3,3,0,0,2,0,2,4,0,0,3,2,3,0,2,2,3,2,4,3,0,3,0,0,4,0,3,2,2,2,0,3,4,0,0,3,2,4,3,3,5,0,3,2,5,5,2,2
128,0,3,3,3,4,2,0,3,3,3,3,4,5,5,4,4,3,0,2,0,2,2,4,5,4,3,4,5,4,2,4,3,3,4,0,0,3,3,3,3,3,3,2,4,3,4,4,3,2,4,2,2,3,4,2,5,5,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,4,3,4,5,2,3,3,3,3,3,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3
129,0,2,4,4,2,2,3,4,4,5,3,3,4,4,3,4,4,4,2,2,4,0,3,2,4,4,4,2,4,0,3,0,0,3,2,2,2,2,2,3,5,3,3,3,0,3,2,3,4,3,0,0,2,0,2,4,4,2,2,3,0,2,4,0,3,2,4,3,2,0,0,0,2,4,5,2,2,0,0,2,4,4,2,0,4,3,2,2,2,4,4,3,2,2,2,2,0,2,0,4,4,3,2,4,0,0,5,2,2,0,0,2,4,0,2,2,0,2,0,4,4
130,0,3,0,2,4,4,3,5,5,4,0,4,3,3,4,3,2,4,4,3,4,2,4,3,3,3,4,4,3,3,4,3,3,4,3,3,4,4,4,4,3,3,4,3,3,4,4,4,3,2,4,2,4,3,2,3,2,4,3,4,2,4,3,3,4,4,4,4,4,4,2,3,2,4,4,3,3,4,2,4,3,4,3,2,2,3,3,4,3,3,4,4,4,2,4,4,2,4,2,4,3,3,4,3,3,2,4,2,3,2,4,3,4,2,2,4,3,3,2,3,3
131,2,4,2,4,5,4,3,5,4,5,5,5,2,3,5,4,5,4,5,5,5,5,3,3,0,3,5,5,3,0,5,2,3,5,5,5,4,5,4,5,5,3,5,5,3,0,4,3,5,5,5,5,5,5,5,5,5,3,5,5,3,2,5,0,5,3,5,5,5,5,3,3,2,3,3,3,0,3,5,5,3,5,3,2,0,5,0,5,3,3,5,3,5,5,3,3,3,5,5,5,3,3,5,4,5,3,0,3,5,0,4,4,5,3,3,5,5,5,5,3,3
132,0,3,0,2,4,0,0,5,3,4,0,0,2,0,3,2,3,2,2,0,0,3,2,0,0,3,3,4,2,0,3,3,0,4,2,4,0,3,3,4,5,4,0,3,3,0,0,3,0,0,0,3,3,3,0,5,2,5,2,3,3,3,5,0,3,3,4,0,3,2,3,2,0,5,5,0,0,0,4,2,5,3,2,0,3,2,0,0,0,4,3,4,3,3,0,2,3,2,3,3,3,0,2,3,2,4,0,3,3,0,0,3,3,0,2,3,2,2,5,3,0
133,0,4,3,3,4,2,4,5,3,3,5,4,3,3,2,2,4,3,3,4,2,5,4,3,5,3,4,4,2,3,4,3,3,3,2,4,4,3,4,3,2,4,3,2,2,3,3,4,3,3,0,4,2,3,3,3,5,3,4,3,4,4,4,4,3,5,3,4,4,4,4,2,3,3,5,3,3,2,3,3,4,4,3,3,2,2,4,2,4,3,4,3,3,4,4,4,4,3,4,4,2,4,3,5,2,2,3,4,3,2,3,3,3,3,5,2,5,3,3,4,4
134,2,3,3,0,3,0,2,4,3,4,2,2,3,2,4,2,3,0,2,3,0,2,0,3,3,2,3,3,3,0,3,0,2,4,3,2,2,4,2,3,0,2,2,2,0,2,0,0,4,2,2,2,3,2,0,3,4,3,4,3,0,3,3,3,3,0,3,0,3,4,2,2,0,2,3,2,2,0,2,3,2,3,2,0,0,3,2,3,3,2,0,2,3,2,3,0,2,3,0,0,0,2,3,3,3,0,0,2,4,0,3,2,3,0,0,2,0,3,0,0,0
135,0,4,5,3,4,5,3,5,5,5,4,3,3,4,4,4,5,4,3,4,4,5,4,5,3,4,5,4,4,4,5,4,4,4,5,5,3,4,5,3,5,3,5,3,5,4,5,5,3,4,3,5,5,5,4,3,5,3,5,4,4,4,4,3,5,3,5,5,4,4,5,4,2,4,5,3,3,5,5,4,5,5,5,5,4,3,5,4,4,5,4,3,5,3,5,5,4,3,4,4,3,5,4,4,4,4,4,4,4,4,3,4,5,5,5,4,4,4,5,3,4
136,0,2,2,0,3,0,2,3,3,3,0,0,0,0,5,0,3,2,0,2,2,2,2,2,2,2,3,2,3,0,3,0,3,3,3,3,2,3,2,3,3,3,2,0,2,0,3,0,2,0,2,2,3,3,0,0,2,3,3,0,0,2,3,3,3,2,3,2,2,0,2,0,0,0,2,2,2,0,2,0,2,3,2,0,0,3,0,2,0,2,2,3,3,2,2,3,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,0,2,3,0,2,2,0,2
137,0,4,2,4,3,2,4,4,4,4,2,3,4,2,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
138,0,2,3,2,0,2,2,3,4,2,5,2,3,3,4,2,2,2,4,2,2,2,3,3,3,3,2,2,4,0,2,5,2,4,2,2,3,3,3,3,4,3,0,2,4,2,3,5,3,2,2,2,2,3,2,2,4,3,4,4,4,2,5,5,3,4,3,3,3,2,2,3,5,3,4,2,2,0,2,3,3,2,2,4,3,3,2,2,2,3,2,3,3,2,2,2,2,3,4,2,3,2,2,4,4,4,3,2,2,4,3,3,2,5,4,2,5,2,5,2,2
139,0,3,0,3,2,3,3,3,4,2,4,3,2,2,3,3,4,2,3,3,3,3,3,2,2,5,2,2,3,2,4,4,3,3,3,3,3,3,4,4,4,4,2,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,4,3,2,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,3,3,3,2,3,2,3,2,3,2,3,3,3,2,2,2,2,2,3,2,4,3,2,3,3,3,3,3,3
140,0,3,3,5,4,2,3,4,3,4,0,4,3,4,4,3,3,2,2,4,3,3,2,4,4,3,4,4,3,4,3,0,3,4,4,4,3,3,3,4,3,2,3,4,3,3,4,4,3,4,4,3,4,3,2,4,4,4,4,3,4,3,4,3,3,3,4,4,3,4,4,2,4,4,3,4,4,5,3,2,5,2,4,0,4,3,3,3,3,3,3,3,3,2,2,3,2,3,3,4,4,4,4,4,3,3,4,3,3,2,3,3,4,4,4,4,4,3,3,4,3
141,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
142,0,3,4,3,4,0,0,3,3,3,3,4,4,3,2,4,4,3,0,0,2,2,2,2,0,4,3,3,3,0,3,2,4,4,3,2,3,3,4,3,3,2,3,3,0,4,0,0,3,0,0,2,3,2,0,5,4,3,4,3,0,3,3,2,4,2,4,0,3,4,0,3,0,4,2,0,0,0,3,4,4,4,2,0,3,3,0,3,3,4,2,3,5,3,4,3,3,4,0,3,5,4,3,3,2,0,3,2,3,0,3,2,3,0,0,4,3,0,0,2,4
143,0,2,0,3,5,4,3,5,5,4,3,4,3,0,5,3,5,4,5,3,5,0,3,2,2,3,4,3,5,3,5,2,3,5,5,2,4,5,3,3,4,4,4,3,4,4,2,0,4,2,5,4,5,4,3,3,2,3,3,5,0,3,5,4,5,4,3,3,3,5,2,4,0,5,3,5,2,0,0,5,3,0,2,2,2,5,2,5,2,3,3,3,3,2,3,2,4,5,4,4,3,0,5,4,0,2,4,2,5,2,2,3,3,0,3,5,4,4,2,3,0
144,0,4,2,4,4,4,3,4,4,5,4,4,3,3,5,5,3,4,4,3,4,2,3,3,3,4,3,4,3,3,4,3,5,4,4,3,4,4,4,4,3,3,4,3,4,3,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,5,5,4,4,5,5,4,4,4,4,4,5,4,4,4,4,5,4,3,4,4,5,5,5,4,5,4,5,3,4,4,5,4,5,4,4,3,3,4,5,4,5,4,5,5,4,4,5
145,0,3,2,4,3,2,3,4,4,4,4,2,2,4,3,3,2,4,3,3,2,2,3,3,5,3,4,3,4,2,4,3,4,3,3,4,3,4,3,4,5,4,3,4,3,3,3,3,4,2,3,2,3,4,2,3,4,3,4,2,4,4,4,3,3,3,2,3,3,4,4,3,3,3,3,3,3,4,2,3,3,4,4,4,4,3,2,2,3,4,4,4,4,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,3,4,4,4,3,3,3,3,4,4,2,3,3
146,0,4,3,4,4,5,3,2,3,3,4,5,2,0,3,4,0,3,3,2,5,4,4,4,3,3,3,4,3,2,3,3,3,4,2,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,2,4,3,3,3,4,3,4,2,3,2,3,3,2,3,0,3,4,4,4,2,3,3,3,3,3,2,2,2,3,5,0,4,3,2,3,3,3,3,0,4,5,3,3,2,5,4,3,3,3,3,5,3,2,3,4,5,4,4,4,3,3,3,3
147,0,4,2,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,3,3,4,3,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,4,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,2,4,4,4,4,4,4,4,4,3,4,4
148,0,4,3,4,5,3,5,4,4,5,4,3,2,3,4,3,4,3,4,5,3,3,5,5,5,4,3,4,5,5,5,5,3,4,3,5,4,3,4,3,4,5,3,4,5,5,3,5,5,4,4,4,2,4,3,5,5,4,5,5,5,5,5,5,4,4,4,4,4,3,3,3,5,4,4,3,5,2,3,4,3,3,4,5,2,3,3,3,4,3,4,3,4,4,4,4,3,3,0,3,3,4,3,4,5,5,3,3,4,4,3,2,3,5,3,4,4,3,5,4,4
149,0,3,4,3,4,3,3,4,3,4,3,4,2,4,4,4,2,3,3,4,3,3,3,4,2,4,5,3,3,0,3,2,3,4,3,3,2,3,3,3,4,4,3,2,3,4,4,0,4,4,2,2,4,3,2,4,4,3,4,4,0,4,4,3,2,2,4,3,3,3,3,2,0,3,4,3,3,2,3,3,3,3,4,0,3,3,3,3,2,3,3,3,3,2,5,3,2,3,2,2,2,3,3,3,2,0,2,3,2,0,2,3,3,2,2,3,3,2,0,3,3
150,0,3,5,3,3,3,3,5,4,4,5,5,3,5,5,2,3,3,2,2,3,2,3,3,2,2,2,4,3,2,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,3,2,3,2,2,4,4,4,3,4,4,4,4,4,4,2,4,3,4,2,4,0,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,4,3,4,4,2,2,3,3,3,3,2,2,3,3,3,2,3,3,4,3,3,3,3,3,2,4,4
151,2,2,0,3,4,0,0,2,3,5,3,0,3,3,4,2,0,3,3,4,0,0,2,0,2,4,4,2,3,0,3,0,0,3,2,3,0,4,3,5,3,0,2,4,0,0,0,2,2,2,0,3,3,0,3,4,4,3,0,0,0,0,4,0,3,2,4,2,3,3,0,3,0,3,3,0,3,0,2,0,3,3,0,2,2,3,3,0,0,3,3,0,5,2,0,0,3,2,0,0,2,3,0,3,2,0,0,0,2,0,0,3,3,0,0,3,3,4,0,0,2
152,0,3,0,3,4,4,3,4,3,3,4,3,4,3,4,4,3,3,3,3,3,3,4,0,0,4,3,4,5,4,4,0,3,4,3,3,3,4,4,4,5,4,4,4,4,3,3,3,3,3,4,3,4,4,3,3,3,4,3,4,4,3,5,3,4,3,4,3,4,4,3,3,0,5,2,3,3,4,4,3,3,3,3,4,5,3,3,4,4,3,4,4,4,0,2,2,4,4,3,3,3,4,2,3,4,5,3,4,2,4,5,5,5,5,3,5,3,5,0,3,2
153,0,2,3,3,3,0,4,4,4,5,3,3,4,4,3,4,5,5,3,3,3,0,5,5,5,4,5,3,4,2,3,0,4,3,2,4,2,2,2,4,2,5,3,4,2,3,3,2,2,0,2,0,0,2,0,4,5,2,5,3,0,2,5,4,3,3,2,4,5,3,0,2,0,4,5,4,3,0,3,5,4,4,5,3,2,2,3,2,5,3,2,3,3,3,4,4,3,2,0,0,0,4,2,3,0,0,0,0,2,0,4,2,2,0,0,2,3,0,5,3,5
154,0,2,3,2,3,3,3,3,3,4,4,3,5,3,5,3,5,3,3,3,3,3,3,3,3,3,3,4,4,4,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,5,3,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,2,2,2,2,2,0,3,2,2,4,3,0
155,0,4,3,4,4,4,3,5,4,5,4,3,4,3,4,3,4,3,5,4,5,2,5,3,3,4,4,4,3,0,5,5,4,5,4,5,4,4,4,4,4,4,2,4,2,2,2,5,3,4,4,2,5,3,0,3,3,4,4,2,5,3,4,4,3,5,3,3,4,4,2,3,5,3,5,4,2,0,3,5,4,5,2,5,3,3,2,4,4,3,4,4,3,2,4,2,3,4,3,4,4,2,3,4,4,3,3,3,4,2,3,3,4,0,3,4,3,4,5,4,3
156,2,4,0,4,3,4,0,0,4,0,3,0,4,0,3,4,2,2,4,4,0,0,0,0,0,5,0,4,5,2,4,5,0,5,0,5,0,3,0,4,5,0,0,4,4,0,0,0,0,3,0,5,5,5,0,0,0,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,0,2,0,0,0,3,2,0,0,0,4,2,2,0,0,2,3,5,3,0,0,3,4,3,0,0,0,4,4,0,0,0,0,3,2,4,3,0,3,0,0,3,0,3,3
157,1,4,0,5,3,2,3,0,4,5,2,3,4,0,3,5,2,5,0,3,2,4,2,2,0,2,4,2,2,3,4,2,2,3,2,0,4,3,4,4,5,3,3,3,2,0,3,2,0,0,2,4,3,4,4,4,2,3,3,2,0,2,4,4,4,0,3,4,3,3,2,3,0,3,3,0,3,0,3,3,4,4,0,0,2,3,0,0,2,4,4,3,4,4,2,0,2,3,0,4,3,0,3,5,3,3,0,3,2,0,4,4,3,0,0,3,4,2,4,4,0
158,0,3,0,4,4,2,5,5,5,4,4,2,4,2,3,5,3,5,3,4,4,3,2,2,4,4,4,3,5,3,5,2,0,4,2,5,3,3,3,3,4,4,3,3,5,3,4,3,4,4,4,3,4,4,3,4,4,4,3,3,4,4,5,5,5,4,4,4,3,2,0,0,0,3,5,5,5,3,2,3,5,3,4,3,4,3,4,3,4,3,5,4,4,5,3,2,2,2,4,3,4,3,4,5,4,4,3,2,4,4,3,3,2,2,0,0,5,3,4,4,3
159,2,2,2,3,4,2,3,4,4,4,3,4,4,3,2,3,4,4,4,2,3,3,3,5,2,3,4,4,3,0,5,2,5,4,2,3,3,4,3,4,4,4,4,3,2,3,2,3,4,2,2,3,4,4,3,3,4,4,4,4,3,2,4,3,4,3,3,4,4,3,3,3,2,3,3,4,0,3,4,4,4,4,2,2,2,4,2,4,4,2,3,2,4,2,5,4,3,5,2,4,2,4,4,2,3,2,2,2,5,2,5,4,4,2,3,5,2,2,4,3,5
160,2,3,2,4,2,3,3,3,3,3,5,3,3,3,4,3,3,4,3,4,3,2,4,3,4,3,4,3,4,2,4,2,2,3,3,3,2,4,4,2,4,2,3,3,4,3,3,2,3,4,2,3,4,3,4,4,3,2,4,2,2,3,4,4,3,3,4,3,3,4,2,2,2,4,4,3,3,0,3,3,4,3,2,2,2,3,4,3,0,3,3,3,3,3,2,3,3,3,2,3,3,3,3,4,2,2,2,2,3,2,2,4,3,2,3,3,4,3,2,3,2
161,2,3,2,4,3,2,3,3,3,4,2,2,3,2,3,4,3,3,2,4,0,2,3,2,0,4,3,3,4,3,3,2,2,4,2,3,3,3,2,4,5,3,3,4,3,2,3,3,4,2,2,4,3,3,3,4,3,3,3,3,3,2,3,3,4,2,4,5,2,3,3,2,2,4,3,0,4,0,4,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,2,3,2,3,2,0,2,2,3,4,3,2,3,2,3,0,4,2,2,0,3,3,4,3,3,2,2
162,0,2,0,3,2,0,0,3,2,4,4,0,2,0,3,2,0,2,0,0,0,2,3,2,0,3,3,2,4,0,3,0,0,2,0,2,2,4,0,3,3,3,0,3,3,0,0,0,3,0,0,0,2,0,0,3,4,3,3,3,0,0,4,3,2,3,3,2,0,3,0,0,0,3,3,2,2,0,0,3,3,0,0,0,0,2,0,0,0,3,0,3,2,0,0,0,0,2,0,0,0,0,0,4,0,4,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0
163,2,3,4,2,5,0,0,4,5,5,2,5,3,2,5,4,2,0,0,0,0,3,0,0,2,3,3,4,4,0,4,3,4,2,0,0,3,3,4,4,3,5,3,4,0,0,3,3,4,0,0,0,0,4,0,4,2,4,0,4,0,4,3,0,5,0,5,0,2,4,3,3,0,4,2,0,0,5,3,4,3,0,0,0,0,0,0,4,0,5,3,4,5,2,5,0,0,0,5,5,5,0,0,0,0,2,0,2,3,0,3,4,5,0,0,5,0,2,5,3,0
164,0,3,3,5,4,3,3,5,4,3,5,4,4,4,4,4,3,3,5,5,5,4,3,3,4,2,3,2,3,3,4,4,3,4,4,3,3,3,4,5,5,4,4,4,2,2,2,3,4,0,3,4,4,3,4,4,3,3,4,5,5,4,4,4,2,3,4,4,3,3,4,3,2,4,4,3,3,3,3,4,5,5,3,4,4,3,4,3,3,3,3,4,5,4,3,3,5,4,4,4,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,3,3,3,4,4
165,0,4,3,3,3,0,2,3,4,3,0,0,2,3,3,2,3,2,2,3,2,2,3,4,4,3,3,3,3,0,3,2,2,2,2,4,2,3,2,2,4,3,0,2,4,3,2,2,5,3,0,2,3,2,2,3,4,3,4,3,2,3,4,0,3,3,3,2,3,3,3,2,0,3,4,2,0,0,3,3,3,3,0,0,0,2,0,3,3,3,3,3,3,2,0,0,0,3,0,3,3,3,2,2,0,0,0,0,2,0,3,3,3,0,2,2,3,0,0,3,0
166,2,2,2,3,4,5,3,5,5,4,0,3,3,2,5,4,4,2,3,2,4,0,3,0,2,4,4,3,3,2,4,2,3,5,3,3,2,4,3,4,4,2,4,3,3,3,3,0,3,2,4,2,4,3,3,4,4,3,3,2,0,3,4,3,5,3,4,3,4,4,3,3,2,3,4,3,3,3,2,4,3,3,3,2,2,4,3,4,3,4,3,3,4,2,3,4,2,4,4,3,4,3,4,3,4,2,0,2,4,0,2,3,3,3,2,4,3,4,2,3,2
